ID d'incident,Timestamp,Type d'incident,Description,Severité,Statut,Responsable
281.0,2023-09-13,Surcharge,serveur principal a cessé fonctionner,Critique,En cours,Equipe Support
282.0,2023-04-25,Surcharge,serveur web est surchargé,Moyenne,Ouvert,Equipe Réseau
283.0,2023-07-25,Panne matérielle,serveur principal a cessé fonctionner,Élevée,En cours,Equipe Réseau
284.0,2023-04-05,Intrusion,tentative connexion non autorisée détectée,Faible,En cours,Equipe Support
285.0,2023-03-16,Intrusion,carte réseau ne répond plus,Critique,Résolu,Equipe Support
286.0,2023-06-08,Mise à jour échouée,mise jour firmware a échoué,Élevée,Ouvert,Equipe Réseau
287.0,2023-09-23,Panne matérielle,accès suspects ont été détectés,Faible,Ouvert,Equipe Sécurité
288.0,2023-05-04,Intrusion,mise jour firmware a échoué,Élevée,Résolu,Equipe Réseau
289.0,2023-12-12,Panne matérielle,impossible daccéder internet,Critique,En cours,Equipe Sécurité
290.0,2023-12-13,Panne matérielle,tentative connexion non autorisée détectée,Faible,Ouvert,Equipe Sécurité
291.0,2023-07-27,Panne matérielle,serveur principal a cessé fonctionner,Critique,Ouvert,Equipe Sécurité
292.0,2023-04-09,Mise à jour échouée,capacité bande passante dépassée,Critique,Ouvert,Equipe Support
293.0,2023-02-05,Panne matérielle,malware a été trouvé sur serveur,Faible,Résolu,Equipe Systèmes
294.0,2023-01-29,Problème de connexion,disque dur est tombé panne,Moyenne,En cours,Equipe Sécurité
295.0,2023-09-13,Mise à jour échouée,accès suspects ont été détectés,Faible,En cours,Equipe Support
296.0,2023-10-24,Panne matérielle,impossible daccéder internet,Élevée,En cours,Equipe Sécurité
297.0,2023-03-03,Problème de connexion,mise jour firmware a échoué,Élevée,Ouvert,Equipe Sécurité
298.0,2023-06-14,Surcharge,serveur principal a cessé fonctionner,Critique,En cours,Equipe Systèmes
299.0,2023-06-15,Problème de connexion,accès suspects ont été détectés,Faible,Ouvert,Equipe Support
300.0,2023-10-15,Surcharge,impossible daccéder internet,Moyenne,En cours,Equipe Systèmes
301.0,2023-05-18,Problème de connexion,serveur principal a cessé fonctionner,Critique,Résolu,Equipe Systèmes
302.0,2023-01-19,Mise à jour échouée,serveur principal a cessé fonctionner,Critique,En cours,Equipe Réseau
303.0,2023-01-06,Problème de connexion,capacité bande passante dépassée,Élevée,Résolu,Equipe Support
304.0,2023-02-08,Surcharge,tentative connexion non autorisée détectée,Faible,Résolu,Equipe Réseau
305.0,2023-10-14,Problème de connexion,carte réseau ne répond plus,Moyenne,En cours,Equipe Support
306.0,2023-09-28,Intrusion,carte réseau ne répond plus,Faible,Ouvert,Equipe Réseau
307.0,2023-01-24,Panne matérielle,connexion intermittente détectée,Élevée,Ouvert,Equipe Systèmes
308.0,2023-10-27,Intrusion,impossible daccéder internet,Faible,En cours,Equipe Support
309.0,2023-11-02,Intrusion,accès suspects ont été détectés,Faible,En cours,Equipe Réseau
310.0,2023-10-22,Problème de connexion,serveur principal a cessé fonctionner,Moyenne,Ouvert,Equipe Support
311.0,2023-03-26,Intrusion,impossible dappliquer mise jour sécurité,Faible,Résolu,Equipe Systèmes
312.0,2023-09-30,Problème de connexion,connexion intermittente détectée,Faible,Résolu,Equipe Systèmes
313.0,2023-08-04,Surcharge,capacité bande passante dépassée,Faible,Résolu,Equipe Sécurité
314.0,2023-10-24,Mise à jour échouée,serveur principal a cessé fonctionner,Élevée,En cours,Equipe Systèmes
315.0,2023-09-17,Mise à jour échouée,base données est sous forte charge,Moyenne,Ouvert,Equipe Sécurité
316.0,2023-06-09,Surcharge,capacité bande passante dépassée,Faible,En cours,Equipe Sécurité
317.0,2023-12-16,Intrusion,malware a été trouvé sur serveur,Moyenne,En cours,Equipe Sécurité
318.0,2023-06-18,Intrusion,connexion intermittente détectée,Moyenne,En cours,Equipe Réseau
319.0,2023-10-30,Surcharge,base données est sous forte charge,Critique,Résolu,Equipe Systèmes
320.0,2023-04-26,Panne matérielle,mise jour firmware a échoué,Critique,Résolu,Equipe Réseau
321.0,2023-03-03,Mise à jour échouée,accès suspects ont été détectés,Critique,Résolu,Equipe Sécurité
322.0,2023-11-30,Problème de connexion,serveur principal a cessé fonctionner,Moyenne,En cours,Equipe Systèmes
323.0,2023-09-16,Mise à jour échouée,carte réseau ne répond plus,Critique,Ouvert,Equipe Réseau
324.0,2023-04-05,Panne matérielle,impossible daccéder internet,Critique,Ouvert,Equipe Réseau
325.0,2023-03-11,Problème de connexion,connexion au vpn a échoué,Moyenne,Résolu,Equipe Systèmes
326.0,2023-10-01,Mise à jour échouée,accès suspects ont été détectés,Moyenne,Ouvert,Equipe Support
327.0,2023-06-04,Intrusion,impossible dappliquer mise jour sécurité,Faible,Résolu,Equipe Réseau
328.0,2023-06-12,Intrusion,serveur web est surchargé,Moyenne,Résolu,Equipe Systèmes
329.0,2023-01-04,Problème de connexion,connexion intermittente détectée,Faible,Résolu,Equipe Support
330.0,2023-10-07,Problème de connexion,disque dur est tombé panne,Critique,En cours,Equipe Réseau
331.0,2023-10-16,Intrusion,mise jour firmware a échoué,Faible,Ouvert,Equipe Sécurité
332.0,2023-02-19,Intrusion,capacité bande passante dépassée,Élevée,Résolu,Equipe Réseau
333.0,2023-01-03,Problème de connexion,capacité bande passante dépassée,Faible,En cours,Equipe Support
334.0,2023-09-04,Mise à jour échouée,base données est sous forte charge,Critique,Résolu,Equipe Sécurité
335.0,2023-01-02,Panne matérielle,capacité bande passante dépassée,Moyenne,Ouvert,Equipe Support
336.0,2023-02-23,Intrusion,connexion intermittente détectée,Faible,Ouvert,Equipe Support
337.0,2023-11-22,Surcharge,serveur web est surchargé,Faible,Résolu,Equipe Support
338.0,2023-08-20,Surcharge,carte réseau ne répond plus,Critique,Résolu,Equipe Réseau
339.0,2023-12-12,Intrusion,tentative connexion non autorisée détectée,Moyenne,Résolu,Equipe Sécurité
340.0,2023-09-29,Mise à jour échouée,échec mise jour logiciel,Élevée,Résolu,Equipe Support
341.0,2023-01-26,Intrusion,connexion au vpn a échoué,Moyenne,Résolu,Equipe Réseau
342.0,2023-09-22,Mise à jour échouée,tentative connexion non autorisée détectée,Faible,Résolu,Equipe Sécurité
343.0,2023-03-05,Intrusion,connexion au vpn a échoué,Faible,En cours,Equipe Réseau
344.0,2023-06-16,Surcharge,échec mise jour logiciel,Élevée,En cours,Equipe Systèmes
345.0,2023-11-14,Mise à jour échouée,capacité bande passante dépassée,Faible,En cours,Equipe Sécurité
346.0,2023-10-22,Surcharge,accès suspects ont été détectés,Critique,Ouvert,Equipe Systèmes
347.0,2023-05-02,Surcharge,serveur principal a cessé fonctionner,Moyenne,En cours,Equipe Sécurité
348.0,2023-10-07,Panne matérielle,connexion intermittente détectée,Élevée,Ouvert,Equipe Sécurité
349.0,2023-09-09,Intrusion,connexion intermittente détectée,Critique,Résolu,Equipe Réseau
350.0,2023-04-27,Problème de connexion,disque dur est tombé panne,Élevée,En cours,Equipe Systèmes
351.0,2023-11-26,Intrusion,serveur web est surchargé,Critique,Résolu,Equipe Sécurité
352.0,2023-11-18,Panne matérielle,capacité bande passante dépassée,Faible,Résolu,Equipe Réseau
353.0,2023-03-15,Mise à jour échouée,accès suspects ont été détectés,Faible,En cours,Equipe Systèmes
354.0,2023-01-05,Panne matérielle,connexion intermittente détectée,Élevée,Résolu,Equipe Support
355.0,2023-05-31,Surcharge,malware a été trouvé sur serveur,Faible,Résolu,Equipe Réseau
356.0,2023-05-19,Intrusion,mise jour firmware a échoué,Moyenne,En cours,Equipe Sécurité
357.0,2023-11-28,Mise à jour échouée,connexion au vpn a échoué,Faible,Ouvert,Equipe Réseau
358.0,2023-10-07,Problème de connexion,malware a été trouvé sur serveur,Faible,Résolu,Equipe Réseau
359.0,2023-05-12,Problème de connexion,carte réseau ne répond plus,Moyenne,Résolu,Equipe Support
360.0,2023-07-17,Surcharge,malware a été trouvé sur serveur,Moyenne,En cours,Equipe Systèmes
361.0,2023-11-02,Problème de connexion,échec mise jour logiciel,Moyenne,En cours,Equipe Systèmes
362.0,2023-03-13,Mise à jour échouée,serveur principal a cessé fonctionner,Élevée,Résolu,Equipe Réseau
363.0,2023-10-08,Problème de connexion,échec mise jour logiciel,Critique,En cours,Equipe Sécurité
364.0,2023-05-11,Surcharge,disque dur est tombé panne,Moyenne,En cours,Equipe Systèmes
365.0,2023-02-18,Problème de connexion,serveur web est surchargé,Élevée,En cours,Equipe Systèmes
366.0,2023-04-20,Mise à jour échouée,base données est sous forte charge,Moyenne,Ouvert,Equipe Sécurité
367.0,2023-05-18,Intrusion,échec mise jour logiciel,Critique,Résolu,Equipe Support
368.0,2023-09-24,Intrusion,serveur web est surchargé,Faible,Ouvert,Equipe Sécurité
369.0,2023-06-08,Intrusion,connexion au vpn a échoué,Élevée,Ouvert,Equipe Systèmes
370.0,2023-06-05,Problème de connexion,malware a été trouvé sur serveur,Faible,En cours,Equipe Réseau
371.0,2023-04-05,Surcharge,tentative connexion non autorisée détectée,Moyenne,Résolu,Equipe Réseau
372.0,2023-11-29,Intrusion,mise jour firmware a échoué,Élevée,Résolu,Equipe Sécurité
373.0,2023-11-30,Panne matérielle,malware a été trouvé sur serveur,Moyenne,En cours,Equipe Réseau
374.0,2023-11-17,Surcharge,capacité bande passante dépassée,Critique,Ouvert,Equipe Support
375.0,2023-06-21,Mise à jour échouée,mise jour firmware a échoué,Critique,Résolu,Equipe Sécurité
376.0,2023-01-08,Panne matérielle,disque dur est tombé panne,Critique,Résolu,Equipe Réseau
377.0,2023-10-12,Surcharge,carte réseau ne répond plus,Faible,En cours,Equipe Systèmes
378.0,2023-01-11,Mise à jour échouée,tentative connexion non autorisée détectée,Élevée,En cours,Equipe Support
379.0,2023-06-22,Panne matérielle,impossible daccéder internet,Faible,Résolu,Equipe Systèmes
380.0,2023-08-12,Intrusion,serveur web est surchargé,Élevée,Ouvert,Equipe Sécurité
381.0,2023-04-09,Panne matérielle,malware a été trouvé sur serveur,Moyenne,Ouvert,Equipe Réseau
382.0,2023-12-16,Panne matérielle,connexion intermittente détectée,Élevée,En cours,Equipe Support
383.0,2023-01-11,Mise à jour échouée,malware a été trouvé sur serveur,Faible,En cours,Equipe Sécurité
384.0,2023-08-04,Problème de connexion,mise jour firmware a échoué,Critique,En cours,Equipe Support
385.0,2023-10-01,Mise à jour échouée,échec mise jour logiciel,Moyenne,Résolu,Equipe Réseau
386.0,2023-10-14,Intrusion,capacité bande passante dépassée,Critique,Résolu,Equipe Support
387.0,2023-06-02,Surcharge,serveur web est surchargé,Élevée,En cours,Equipe Sécurité
388.0,2023-01-09,Surcharge,serveur principal a cessé fonctionner,Moyenne,Ouvert,Equipe Sécurité
389.0,2023-05-11,Mise à jour échouée,disque dur est tombé panne,Élevée,Résolu,Equipe Réseau
390.0,2023-09-04,Intrusion,carte réseau ne répond plus,Élevée,En cours,Equipe Réseau
391.0,2023-06-16,Panne matérielle,malware a été trouvé sur serveur,Élevée,Résolu,Equipe Sécurité
392.0,2023-10-28,Surcharge,connexion intermittente détectée,Critique,En cours,Equipe Systèmes
393.0,2023-02-20,Problème de connexion,serveur principal a cessé fonctionner,Faible,En cours,Equipe Sécurité
394.0,2023-06-27,Problème de connexion,base données est sous forte charge,Critique,En cours,Equipe Support
395.0,2023-06-03,Panne matérielle,capacité bande passante dépassée,Élevée,Résolu,Equipe Support
396.0,2023-01-07,Intrusion,capacité bande passante dépassée,Moyenne,Ouvert,Equipe Systèmes
397.0,2023-08-23,Intrusion,accès suspects ont été détectés,Critique,Ouvert,Equipe Support
398.0,2023-08-11,Panne matérielle,accès suspects ont été détectés,Moyenne,Résolu,Equipe Systèmes
399.0,2023-03-29,Problème de connexion,serveur principal a cessé fonctionner,Moyenne,En cours,Equipe Sécurité
400.0,2023-06-23,Surcharge,disque dur est tombé panne,Élevée,Ouvert,Equipe Sécurité
401.0,2023-03-13,Mise à jour échouée,tentative connexion non autorisée détectée,Moyenne,Ouvert,Equipe Réseau
402.0,2023-04-10,Mise à jour échouée,connexion au vpn a échoué,Critique,Ouvert,Equipe Support
403.0,2023-09-14,Mise à jour échouée,carte réseau ne répond plus,Critique,Ouvert,Equipe Réseau
404.0,2023-02-10,Intrusion,connexion au vpn a échoué,Faible,Ouvert,Equipe Réseau
405.0,2023-04-27,Panne matérielle,connexion au vpn a échoué,Moyenne,Ouvert,Equipe Sécurité
406.0,2023-09-20,Intrusion,connexion intermittente détectée,Moyenne,Résolu,Equipe Réseau
407.0,2023-01-20,Problème de connexion,capacité bande passante dépassée,Faible,Résolu,Equipe Support
408.0,2023-10-18,Intrusion,capacité bande passante dépassée,Élevée,Ouvert,Equipe Sécurité
409.0,2023-01-27,Intrusion,carte réseau ne répond plus,Critique,Ouvert,Equipe Support
410.0,2023-08-23,Problème de connexion,malware a été trouvé sur serveur,Moyenne,En cours,Equipe Réseau
411.0,2023-09-03,Panne matérielle,carte réseau ne répond plus,Élevée,En cours,Equipe Systèmes
412.0,2023-03-05,Panne matérielle,capacité bande passante dépassée,Moyenne,Ouvert,Equipe Sécurité
413.0,2023-11-21,Mise à jour échouée,connexion intermittente détectée,Faible,Ouvert,Equipe Systèmes
414.0,2023-12-18,Panne matérielle,serveur web est surchargé,Élevée,Résolu,Equipe Support
415.0,2023-03-03,Intrusion,échec mise jour logiciel,Moyenne,Résolu,Equipe Réseau
416.0,2023-10-10,Intrusion,impossible daccéder internet,Faible,Résolu,Equipe Sécurité
417.0,2023-08-21,Surcharge,tentative connexion non autorisée détectée,Élevée,Ouvert,Equipe Support
418.0,2023-05-29,Panne matérielle,carte réseau ne répond plus,Faible,Ouvert,Equipe Sécurité
419.0,2023-07-16,Intrusion,carte réseau ne répond plus,Élevée,Ouvert,Equipe Systèmes
420.0,2023-07-17,Problème de connexion,mise jour firmware a échoué,Élevée,Ouvert,Equipe Sécurité
421.0,2023-07-01,Mise à jour échouée,malware a été trouvé sur serveur,Critique,Ouvert,Equipe Réseau
422.0,2023-03-03,Surcharge,tentative connexion non autorisée détectée,Faible,Ouvert,Equipe Support
423.0,2023-02-10,Surcharge,impossible daccéder internet,Critique,Résolu,Equipe Sécurité
424.0,2023-11-02,Mise à jour échouée,échec mise jour logiciel,Critique,Résolu,Equipe Sécurité
425.0,2023-07-21,Surcharge,impossible dappliquer mise jour sécurité,Faible,Ouvert,Equipe Systèmes
426.0,2023-11-08,Mise à jour échouée,échec mise jour logiciel,Faible,Résolu,Equipe Réseau
427.0,2023-04-04,Panne matérielle,carte réseau ne répond plus,Critique,Résolu,Equipe Support
428.0,2023-10-25,Intrusion,disque dur est tombé panne,Critique,Résolu,Equipe Réseau
429.0,2023-06-15,Mise à jour échouée,malware a été trouvé sur serveur,Élevée,En cours,Equipe Sécurité
430.0,2023-09-13,Surcharge,base données est sous forte charge,Élevée,En cours,Equipe Systèmes
431.0,2023-05-21,Surcharge,connexion au vpn a échoué,Élevée,Résolu,Equipe Sécurité
432.0,2023-05-11,Panne matérielle,connexion intermittente détectée,Moyenne,En cours,Equipe Sécurité
433.0,2023-07-27,Problème de connexion,tentative connexion non autorisée détectée,Faible,Résolu,Equipe Systèmes
434.0,2023-01-25,Mise à jour échouée,impossible daccéder internet,Faible,Résolu,Equipe Sécurité
435.0,2023-05-30,Problème de connexion,impossible daccéder internet,Critique,Résolu,Equipe Sécurité
436.0,2023-07-24,Panne matérielle,tentative connexion non autorisée détectée,Faible,En cours,Equipe Sécurité
437.0,2023-06-05,Problème de connexion,échec mise jour logiciel,Critique,Résolu,Equipe Systèmes
438.0,2023-03-12,Mise à jour échouée,malware a été trouvé sur serveur,Élevée,Ouvert,Equipe Systèmes
439.0,2023-03-03,Intrusion,malware a été trouvé sur serveur,Élevée,En cours,Equipe Réseau
440.0,2023-05-22,Intrusion,échec mise jour logiciel,Moyenne,En cours,Equipe Support
441.0,2023-10-10,Intrusion,mise jour firmware a échoué,Élevée,Ouvert,Equipe Réseau
442.0,2023-08-05,Mise à jour échouée,impossible daccéder internet,Critique,Ouvert,Equipe Réseau
443.0,2023-06-10,Problème de connexion,carte réseau ne répond plus,Moyenne,Ouvert,Equipe Réseau
444.0,2023-01-28,Problème de connexion,carte réseau ne répond plus,Critique,En cours,Equipe Systèmes
445.0,2023-08-29,Problème de connexion,connexion au vpn a échoué,Élevée,En cours,Equipe Réseau
446.0,2023-11-23,Intrusion,connexion intermittente détectée,Critique,Résolu,Equipe Systèmes
447.0,2023-07-04,Problème de connexion,capacité bande passante dépassée,Faible,Résolu,Equipe Support
448.0,2023-06-06,Panne matérielle,impossible daccéder internet,Élevée,Résolu,Equipe Support
449.0,2023-11-09,Panne matérielle,accès suspects ont été détectés,Moyenne,En cours,Equipe Sécurité
450.0,2023-05-14,Panne matérielle,serveur principal a cessé fonctionner,Élevée,Ouvert,Equipe Réseau
451.0,2023-08-31,Problème de connexion,accès suspects ont été détectés,Critique,Résolu,Equipe Sécurité
